L01 Customer Name (Key)	L01 Branch Key	L01 Document no. Key	Balance
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573125	-1030.05
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573126	1242.6
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573131	-1030.05
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573132	1242.6
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573133	-1030.05
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573134	1242.6
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573137	-1030.05
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573138	1242.6
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573139	-515.03
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573140	621.3
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573143	-1545.08
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573144	1863.9
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573243	-1545.08
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573244	1863.9
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573249	-3090.15
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573250	3727.8
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573263	-515.03
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573264	621.3
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573275	-515.03
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573276	621.3
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573303	-515.03
APOLLO RENAL CENTER MIAMI LLC	100245130	0340573304	621.3
APOLLO RENAL CENTER MIAMI LLC	100245130	0341052609	-2984.4
APOLLO RENAL CENTER MIAMI LLC	100245130	0342418872	-114
APOLLO RENAL CENTER MIAMI LLC	100245130	0342418873	-326.21
APOLLO RENAL CENTER MIAMI LLC	100245130	0803019386	210.38
APOLLO RENAL CENTER MIAMI LLC	100245130	0803023293	217.57
APOLLO RENAL CENTER MIAMI LLC	100245130	0803036734	226.9
APOLLO RENAL CENTER MIAMI LLC	100245130	0803085204	250.3
APOLLO RENAL CENTER MIAMI LLC	100245130	0803094654	259.69
APOLLO RENAL CENTER MIAMI LLC	100245130	0803099799	255.01
APOLLO RENAL CENTER MIAMI LLC	100245130	0803113733	273.34
APOLLO RENAL CENTER MIAMI LLC	100245130	0803127184	295.46
APOLLO RENAL CENTER MIAMI LLC	100245130	0803149636	302.33
APOLLO RENAL CENTER MIAMI LLC	100245130	0803151817	272.58
APOLLO RENAL CENTER MIAMI LLC	100245130	0803163941	204.92
APOLLO RENAL CENTER MIAMI LLC	100245130	0985574581	12335.52
APOLLO RENAL CENTER MIAMI LLC	100245130	0986200947	17237.22
APOLLO RENAL CENTER MIAMI LLC	100245130	0986604807	10907.35
APOLLO RENAL CENTER MIAMI LLC	100245130	0987468997	11438.76
APOLLO RENAL CENTER MIAMI LLC	100245130	3054177031	41.6
APOLLO RENAL CENTER MIAMI LLC	100245130	3055280127	216
APOLLO RENAL CENTER MIAMI LLC	100245130	3062462511	2984.4
APOLLO RENAL CENTER MIAMI LLC	100245130	3066253507	114
APOLLO RENAL CENTER MIAMI LLC	100245130	3067445092	114
APOLLO RENAL CENTER MIAMI LLC	100245130	3067445093	432
APOLLO RENAL CENTER MIAMI LLC	100245130	3067445094	4443.49
APOLLO RENAL CENTER MIAMI LLC	100245130	3067499490	5988.8
APOLLO RENAL CENTER MIAMI LLC	100245130	3068308299	434.21
APOLLO RENAL CENTER MIAMI LLC	100245130	3068308580	2732.98
APOLLO RENAL CENTER MIAMI LLC	100245130	3068310402	2984.4
APOLLO RENAL CENTER MIAMI LLC	100245130	3068915020	1792.37
APOLLO RENAL CENTER MIAMI LLC	100245130	3068931831	5968.8
APOLLO RENAL CENTER MIAMI LLC	100245130	3069039152	965
APOLLO RENAL CENTER MIAMI LLC	100245130	3069039153	108
APOLLO RENAL CENTER MIAMI LLC	100245130	3069627536	8009.92
APOLLO RENAL CENTER MIAMI LLC	100245130	3069636227	20
APOLLO RENAL CENTER MIAMI LLC	100245130	3069714997	32.15
APOLLO RENAL CENTER MIAMI LLC	100245130	3070145711	32.15
APOLLO RENAL CENTER MIAMI LLC	100245130	3070321109	8264.92
APOLLO RENAL CENTER MIAMI LLC	100245130	3070321640	30.77
REDEEMED CREATIONS MW SRVS PLLC	100208996	0802930796	11.61
REDEEMED CREATIONS MW SRVS PLLC	100208996	0802959410	7.21
REDEEMED CREATIONS MW SRVS PLLC	100208996	0802960550	7.21
REDEEMED CREATIONS MW SRVS PLLC	100208996	0802961326	7.21
REDEEMED CREATIONS MW SRVS PLLC	100208996	0802991410	7.21
REDEEMED CREATIONS MW SRVS PLLC	100208996	0802992308	7.21
REDEEMED CREATIONS MW SRVS PLLC	100208996	0803011568	7.21
REDEEMED CREATIONS MW SRVS PLLC	100208996	0803018303	7.21
REDEEMED CREATIONS MW SRVS PLLC	100208996	0803038415	7.21
REDEEMED CREATIONS MW SRVS PLLC	100208996	0803039319	7.21
REDEEMED CREATIONS MW SRVS PLLC	100208996	0803063362	7.21
REDEEMED CREATIONS MW SRVS PLLC	100208996	0803066162	6.58
REDEEMED CREATIONS MW SRVS PLLC	100208996	0803103334	6.58
A GYN DIAGNOSTIC CTR	100223793	0803044363	18.88
A GYN DIAGNOSTIC CTR	100223793	0803067263	18.88
A GYN DIAGNOSTIC CTR	100223793	0803076323	14.56
A GYN DIAGNOSTIC CTR	100223793	0803082938	18.88
A GYN DIAGNOSTIC CTR	100223793	0803098341	17.18
A GYN DIAGNOSTIC CTR	100223793	0803104113	12.96
A GYN DIAGNOSTIC CTR	100223793	0803115433	17.28
A GYN DIAGNOSTIC CTR	100223793	0803119368	17.28
A GYN DIAGNOSTIC CTR	100223793	0803134081	16.05
A GYN DIAGNOSTIC CTR	100223793	0803142088	12.96
A GYN DIAGNOSTIC CTR	100223793	0803165676	12.96
A GYN DIAGNOSTIC CTR	100223793	0803169713	12.96
A GYN DIAGNOSTIC CTR	100223793	3057840110	1250
A GYN DIAGNOSTIC CTR	100223793	3059910872	1250
A GYN DIAGNOSTIC CTR	100223793	3061612049	1250
A GYN DIAGNOSTIC CTR	100223793	3064842888	1250
A GYN DIAGNOSTIC CTR	100223793	3067442579	1250
A GYN DIAGNOSTIC CTR	100223793	3070125367	1075
CRESCENT STREET OBGYN	100190738	3068306220	250
CRESCENT STREET OBGYN	100219931	0678141136	-26.8
CRESCENT STREET OBGYN	100219931	3063303816	8593.8
CRESCENT STREET OBGYN	100219931	3068306017	2495
MAHONING VALLEY INFUSION CARE	100239140	0802966843	86.26
MAHONING VALLEY INFUSION CARE	100239140	0803009411	7.18
MAHONING VALLEY INFUSION CARE	100239140	0803062702	111.24
MAHONING VALLEY INFUSION CARE	100239140	0803098940	111.24
MAHONING VALLEY INFUSION CARE	100239140	0803148921	107.65
MAHONING VALLEY INFUSION CARE	100239140	3056985286	7276.63
MAGNOLIA WOMENS CTR	100218569	0802853643	8.09
MAGNOLIA WOMENS CTR	100218569	0802870887	28.31
MAGNOLIA WOMENS CTR	100218569	0802884906	28.31
MAGNOLIA WOMENS CTR	100218569	0802906167	28.31
MAGNOLIA WOMENS CTR	100218569	0802917978	28.31
MAGNOLIA WOMENS CTR	100218569	0802934328	55.81
MAGNOLIA WOMENS CTR	100218569	0802942448	31.14
MAGNOLIA WOMENS CTR	100218569	0802960190	31.14
MAGNOLIA WOMENS CTR	100218569	0802961203	31.14
MAGNOLIA WOMENS CTR	100218569	0802992077	31.14
MAGNOLIA WOMENS CTR	100218569	0802992965	31.14
MAGNOLIA WOMENS CTR	100218569	0803018924	31.14
MAGNOLIA WOMENS CTR	100218569	0803063965	31.14
MAGNOLIA WOMENS CTR	100218569	0803089079	31.14
MAGNOLIA WOMENS CTR	100218569	0803096101	17.79
MAGNOLIA WOMENS CTR	100218569	0803103851	31.14
MAGNOLIA WOMENS CTR	100218569	0803114954	31.14
HODES AND NAUSER MDS PA	100220705	0340062242	-50
HODES AND NAUSER MDS PA	100220705	0678089286	-53053.1
HODES AND NAUSER MDS PA	100220705	0803115352	155.75
HODES AND NAUSER MDS PA	100220705	0803119325	157.23
HODES AND NAUSER MDS PA	100220705	0803134045	159.2
HODES AND NAUSER MDS PA	100220705	0803142036	170.32
HODES AND NAUSER MDS PA	100220705	0803165617	178.66
HODES AND NAUSER MDS PA	100220705	0803169672	181.13
HODES AND NAUSER MDS PA	100220705	0985400168	953.51
HODES AND NAUSER MDS PA	100220705	0986689624	7020.42
HODES AND NAUSER MDS PA	100220705	0987581131	4481.5
HODES AND NAUSER MDS PA	100220705	0987819793	750
HODES AND NAUSER MDS PA	100220705	3049519628	5478.75
HODES AND NAUSER MDS PA	100220705	3050758775	750
HODES AND NAUSER MDS PA	100220705	3052977328	7514.56
HODES AND NAUSER MDS PA	100220705	3053640646	4696.6
HODES AND NAUSER MDS PA	100220705	3054179284	750
HODES AND NAUSER MDS PA	100220705	3055501595	750
HODES AND NAUSER MDS PA	100220705	3055502541	5635.92
HODES AND NAUSER MDS PA	100220705	3056983080	5635.92
HODES AND NAUSER MDS PA	100220705	3057679476	750
HODES AND NAUSER MDS PA	100220705	3059329976	5635.92
HODES AND NAUSER MDS PA	100220705	3061041301	1000
HODES AND NAUSER MDS PA	100220705	3063574091	1250
HODES AND NAUSER MDS PA	100220705	3067725978	1000
HODES AND NAUSER MDS PA	100220705	3069876155	860
HODES AND NAUSER MDS PA	100220705	3070425360	999.28
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0802838957	5.82
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0802856286	20.37
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0802867271	20.37
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0802883276	23.07
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0802903139	18.66
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0802903323	26.67
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0802927311	11.75
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0802929375	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0802957650	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0802959031	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0802990309	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0802999299	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0803009924	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0803014868	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0803035499	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0803036293	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0803060290	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0803061439	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0803067971	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0803084846	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0803094281	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0803113345	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0803126827	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0803149269	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0803151473	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0803163595	6.35
NEPHROLOGY ASSOCIATES OF UTAH	100232486	0985531348	1825
NEPHROLOGY ASSOCIATES OF UTAH	100232486	1600091742	1881.44
NEPHROLOGY ASSOCIATES OF UTAH	100232486	1600091743	-1866.48
ST MARYS OB & GYN	100216721	3061898893	7744.4
ST MARYS OB & GYN	100216721	3066253256	7744.4
RIVERSIDE MEDICAL CLINIC	100257675	0803081719	27.37
RIVERSIDE MEDICAL CLINIC	100257675	3061200021	9242.36
RIVERSIDE MEDICAL CLINIC	100257675	3065825739	9242.36
RIVERSIDE MEDICAL CLINIC	100257675	3070029907	28945.32
RIVERSIDE MEDICAL CLINIC	100220130	0803119262	36.54
RIVERSIDE MEDICAL CLINIC	100220130	0803133982	48.09
RIVERSIDE MEDICAL CLINIC	100220130	0803141977	5.64
RIVERSIDE MEDICAL CLINIC	100220130	3060773872	1998.56
RIVERSIDE MEDICAL CLINIC	100220130	3062303203	1998.56
RIVERSIDE MEDICAL CLINIC	100220130	3063358081	1998.56
RIVERSIDE MEDICAL CLINIC	100220130	3063368752	2997.84
RIVERSIDE MEDICAL CLINIC	100220130	3063573808	3997.12
RIVERSIDE MEDICAL CLINIC	100220130	3063574790	5478.75
RIVERSIDE MEDICAL CLINIC	100220130	3064992682	999.28
RIVERSIDE MEDICAL CLINIC	100220130	3065685649	4850.07
RIVERSIDE MEDICAL CLINIC	100220130	3065686329	999.28
RIVERSIDE MEDICAL CLINIC	100220130	3065686555	1831.35
RIVERSIDE MEDICAL CLINIC	100220130	3065857267	999.28
RIVERSIDE MEDICAL CLINIC	100220130	3065869205	1998.56
RIVERSIDE MEDICAL CLINIC	100220130	3066307697	1998.56
RIVERSIDE MEDICAL CLINIC	100220130	3066671161	999.28
RIVERSIDE MEDICAL CLINIC	100220130	3068582955	2997.84
RIVERSIDE MEDICAL CLINIC	100220130	3068608022	6260.9
RIVERSIDE MEDICAL CLINIC	100220130	3069438440	999.28
RIVERSIDE MEDICAL CLINIC	100220392	3062301082	999.28
RIVERSIDE MEDICAL CLINIC	100220392	3065113423	859.38
FOOTHILLS HOSPITAL	100288386	0677571958	-2370.08
FOOTHILLS HOSPITAL	100288386	0802858485	217.98
FOOTHILLS HOSPITAL	100288386	0802974235	45.67
FOOTHILLS HOSPITAL	100288386	0802980822	45.67
FOOTHILLS HOSPITAL	100288386	0802996372	45.67
FOOTHILLS HOSPITAL	100288386	0803001147	45.67
FOOTHILLS HOSPITAL	100288386	0803021652	45.67
FOOTHILLS HOSPITAL	100288386	0803025524	45.67
FOOTHILLS HOSPITAL	100288386	0803042068	14.9
MIAMIGYNECOLOGY LLC	100212359	3066121190	3322.6
MIAMIGYNECOLOGY LLC	100212359	3068450018	3322.6
MIAMI OB AND GYN LLC	100219243	3062587695	13290.4
MIAMI OB AND GYN LLC	100219243	3065546926	13290.4
MIAMI OB AND GYN LLC	100219243	3066275183	3322.6
MIAMI OB AND GYN LLC	100219243	3067599810	6645.2
MIAMI OB AND GYN LLC	100219243	3067861979	6645.2
MIAMI OB AND GYN LLC	100219243	3069013694	6645.2
MIAMI OB AND GYN LLC	100219243	3069013841	7904.7
MIAMI OB AND GYN LLC	100219243	3069318157	6645.2
LA CLINICA DEL VALLE	100215011	0802837038	10.06
LA CLINICA DEL VALLE	100215011	0802870592	7.82
LA CLINICA DEL VALLE	100215011	0802884664	7.82
LA CLINICA DEL VALLE	100215011	0802905854	7.82
LA CLINICA DEL VALLE	100215011	0802917716	7.82
LA CLINICA DEL VALLE	100215011	0802931163	13.08
LA CLINICA DEL VALLE	100215011	0802933727	9.04
LA CLINICA DEL VALLE	100215011	0802960916	7.79
LA CLINICA DEL VALLE	100215011	0802961704	15.54
LA CLINICA DEL VALLE	100215011	0802992669	6.33
LA CLINICA DEL VALLE	100215011	0803018641	6.33
LA CLINICA DEL VALLE	100215011	1600124237	-1282
LA CLINICA DEL VALLE	100215011	1600124239	-1602.5
LA CLINICA DEL VALLE	100215011	1600124242	-1602.5
LA CLINICA DEL VALLE	100215011	3052752230	749.77
LA CLINICA DEL VALLE	100215011	3068311962	895.71
LA CLINICA DEL VALLE	100215011	3068311963	496.15
LA CLINICA DEL VALLE	100215011	3069852769	749.77
LA CLINICA DEL VALLE	100215011	3069891566	766.27
LA CLINICA DEL VALLE	100215011	3070370431	1499.54
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0678089866	-278.58
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0802853800	22.53
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0802859570	78.85
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0802871145	78.85
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0802885131	78.85
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0802911427	61.71
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0802918197	38.86
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0802934780	38.86
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0802942689	38.86
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0802964255	50.29
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0802972472	75.97
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0802979489	97.53
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0802995272	132.54
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0803001389	84.14
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0803019210	38.86
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0803024525	38.86
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0803040193	38.86
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0803044308	38.86
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0803064216	38.86
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0803076285	38.86
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0803082907	38.86
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0803098306	38.86
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0803104071	38.86
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0803115370	33.17
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0803119333	21.97
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0803134050	52.54
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0803142044	21.97
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	0803165625	15.01
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	3062594365	15499.6
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	3064049340	8094.2
CU ROCKY MOUNTAIN OBGYN UNIV OF CO	100221003	3067864040	8094.2
CARE FOR WOMEN	100214513	0340922732	-4996.4
CARE FOR WOMEN	100214513	0340922733	4696.6
CARE FOR WOMEN	100214513	0802931134	30.94
CARE FOR WOMEN	100214513	0802959765	30.94
CARE FOR WOMEN	100214513	0802960891	30.94
CARE FOR WOMEN	100214513	0802961675	30.94
CARE FOR WOMEN	100214513	0802991731	30.94
CARE FOR WOMEN	100214513	0802992639	30.94
CARE FOR WOMEN	100214513	0803011879	30.94
CARE FOR WOMEN	100214513	0803018609	30.94
CARE FOR WOMEN	100214513	0803038722	21.92
CARE FOR WOMEN	100214513	0803039618	17.68
CARE FOR WOMEN	100214513	0803082406	8.34
CARE FOR WOMEN	100214513	0803088780	29.18
CARE FOR WOMEN	100214513	0803103577	12.51
CARE FOR WOMEN	100214513	3062996307	12211.16
DANIELLE B KRAMER	100219188	0803115063	60.23
DANIELLE B KRAMER	100219188	3066537307	10597.55
DANIELLE B KRAMER	100219188	3067997349	6645.2
ASPIRUS WAUSAU HOSP SYSTEM	100273860	0678216719	4578.76
ASPIRUS WAUSAU HOSP SYSTEM	100273860	0803168802	6.77
ASPIRUS WAUSAU HOSP SYSTEM	100273860	3068596302	14270.4
ASPIRUS WAUSAU HOSP SYSTEM	100273860	3070236688	7135.2
MOUNT AUBURN OBGYN AT CHARLES RIVER	100216050	0802942249	26.17
MOUNT AUBURN OBGYN AT CHARLES RIVER	100216050	0802959960	26.17
MOUNT AUBURN OBGYN AT CHARLES RIVER	100216050	0802961010	26.17
MOUNT AUBURN OBGYN AT CHARLES RIVER	100216050	0802991863	26.17
MOUNT AUBURN OBGYN AT CHARLES RIVER	100216050	0802992766	26.17
MOUNT AUBURN OBGYN AT CHARLES RIVER	100216050	0803012031	26.17
MOUNT AUBURN OBGYN AT CHARLES RIVER	100216050	0803018737	26.17
MOUNT AUBURN OBGYN AT CHARLES RIVER	100216050	0803038860	22.43
MOUNT AUBURN OBGYN AT CHARLES RIVER	100216050	0803039740	26.17
MOUNT AUBURN OBGYN AT CHARLES RIVER	100216050	3066256634	7944.3
AVISTA WOMENS CARE PC	100218520	0802992071	47.71
AVISTA WOMENS CARE PC	100218520	0802992960	30.33
AVISTA WOMENS CARE PC	100218520	0803012234	43.91
AVISTA WOMENS CARE PC	100218520	0803018917	58.61
AVISTA WOMENS CARE PC	100218520	0803039040	51.23
AVISTA WOMENS CARE PC	100218520	0803039916	32.01
AVISTA WOMENS CARE PC	100218520	0803063958	66.64
AVISTA WOMENS CARE PC	100218520	0803069050	85.93
AVISTA WOMENS CARE PC	100218520	0803082678	105.24
AVISTA WOMENS CARE PC	100218520	0803089074	27.04
AVISTA WOMENS CARE PC	100218520	0803096094	40.32
AVISTA WOMENS CARE PC	100218520	0803103846	27.04
AVISTA WOMENS CARE PC	100218520	0803114945	34.63
AVISTA WOMENS CARE PC	100218520	0803133822	55.5
AVISTA WOMENS CARE PC	100218520	0803141809	66.88
AVISTA WOMENS CARE PC	100218520	0803165414	82.26
AVISTA WOMENS CARE PC	100218520	3061465310	7794.4
AVISTA WOMENS CARE PC	100218520	3063435166	7794.4
AVISTA WOMENS CARE PC	100218520	3065263536	7834.36
AVISTA WOMENS CARE PC	100218520	3067892785	11741.55
AVISTA WOMENS CARE PC	100218520	3070036048	7834.36
BROADWAY FAM MED CLINIC	100273025	0802964137	15.75
BROADWAY FAM MED CLINIC	100273025	0802973892	15.75
BROADWAY FAM MED CLINIC	100273025	0802995102	15.75
BROADWAY FAM MED CLINIC	100273025	0803021443	15.75
BROADWAY FAM MED CLINIC	100273025	0803044137	32.86
BROADWAY FAM MED CLINIC	100273025	0803066755	32.86
BROADWAY FAM MED CLINIC	100273025	0803075741	16.78
BROADWAY FAM MED CLINIC	100273025	0803083279	16.78
BROADWAY FAM MED CLINIC	100273025	0803097505	16.78
BROADWAY FAM MED CLINIC	100273025	0803105077	16.78
BROADWAY FAM MED CLINIC	100273025	0803115625	16.66
BROADWAY FAM MED CLINIC	100273025	0803118638	16.76
BROADWAY FAM MED CLINIC	100273025	0803135100	17.11
BROADWAY FAM MED CLINIC	100273025	0803154509	17.11
BROADWAY FAM MED CLINIC	100273025	0803164775	17.11
BROADWAY FAM MED CLINIC	100273025	0803168791	16.5
BROADWAY FAM MED CLINIC	100273025	0988177197	4781.14
BROADWAY FAM MED CLINIC	100273025	3062431170	4781.14
CARIBBEAN KIDNEY CENTER	100020611	0678245982	-6771.28
CARIBBEAN KIDNEY CENTER	100267483	0339107382	9288
CARIBBEAN KIDNEY CENTER	100267483	0339113054	-309.87
CARIBBEAN KIDNEY CENTER	100267483	0339113055	865.08
CARIBBEAN KIDNEY CENTER	100267483	0340231583	3245
CARIBBEAN KIDNEY CENTER	100267483	0340231673	5192
CARIBBEAN KIDNEY CENTER	100267483	0340231984	4607.9
CARIBBEAN KIDNEY CENTER	100267483	0340348898	5192
CARIBBEAN KIDNEY CENTER	100267483	0340495802	-1305.72
CARIBBEAN KIDNEY CENTER	100267483	0340495803	1947
CARIBBEAN KIDNEY CENTER	100267483	0340495804	-1523.34
CARIBBEAN KIDNEY CENTER	100267483	0340495805	2271.5
CARIBBEAN KIDNEY CENTER	100267483	0340495806	-2176.2
CARIBBEAN KIDNEY CENTER	100267483	0340495807	3245
CARIBBEAN KIDNEY CENTER	100267483	0340495810	-1305.72
CARIBBEAN KIDNEY CENTER	100267483	0340495811	1947
CARIBBEAN KIDNEY CENTER	100267483	0340571042	-1030.05
CARIBBEAN KIDNEY CENTER	100267483	0340571043	1242.6
CARIBBEAN KIDNEY CENTER	100267483	0340571493	-515.03
CARIBBEAN KIDNEY CENTER	100267483	0340571494	621.3
CARIBBEAN KIDNEY CENTER	100267483	0340571495	-4120.21
CARIBBEAN KIDNEY CENTER	100267483	0340571496	4970.4
CARIBBEAN KIDNEY CENTER	100267483	0340571499	-3605.18
CARIBBEAN KIDNEY CENTER	100267483	0340571925	4349.1
CARIBBEAN KIDNEY CENTER	100267483	0340571928	-515.03
CARIBBEAN KIDNEY CENTER	100267483	0340571929	621.3
CARIBBEAN KIDNEY CENTER	100267483	0340571930	-3605.18
CARIBBEAN KIDNEY CENTER	100267483	0340571931	4349.1
CARIBBEAN KIDNEY CENTER	100267483	0340571934	-4635.23
CARIBBEAN KIDNEY CENTER	100267483	0340571935	5591.7
CARIBBEAN KIDNEY CENTER	100267483	0340571936	-2060.11
CARIBBEAN KIDNEY CENTER	100267483	0340571937	2485.2
CARIBBEAN KIDNEY CENTER	100267483	0340571940	-3090.15
CARIBBEAN KIDNEY CENTER	100267483	0340571941	3727.8
CARIBBEAN KIDNEY CENTER	100267483	0340571946	-5665.29
